id,lat,lng,price,gross size,rooms,type,planta
3653,36.72898958,-4.423768285,0,37,0,flat,4
3703,36.72898958,-4.423768285,0,37,0,house,2
3705,36.72898958,-4.423768285,0,37,0,flat,3
4387,37.33484179,-6.023820604,0,37,0,flat,3
6282,38.7689846,-3.389374196,0,37,0,house,2
6287,38.61354868,-1.112959562,0,37,0,garage,1
6551,38.61354868,-1.112959562,0,37,0,garage,1
6565,38.61354868,-1.112959562,0,37,0,garage,1
13488,41.39246352,2.180617416,0,37,0,office,0
19293,39.87132198,-4.033164935,0,37,0,flat,5
20313,40.397867,-3.6629908,0,37,0,house,2
30002,40.4567054,-3.7057091,0,37,0,flat,5
381,41.4035382,2.14885974,0,38,0,flat,6
881,41.42353366,2.167386422,0,38,0,house,2
1028,40.4267396,-3.6673229,0,38,0,flat,8
2832,41.24645327,1.798020301,0,38,0,garage,1
2993,37.96363032,-1.229475052,0,38,0,garage,0
5002,36.67775017,-6.128091753,0,38,0,house,0
5342,36.46336377,-5.723554355,0,38,0,house,2
5548,36.46336377,-5.723554355,0,38,0,house,2
6392,38.61354868,-1.112959562,0,38,0,garage,1
6566,38.61354868,-1.112959562,0,38,0,garage,1
15883,43.45975348,-3.810803429,0,38,0,premise,0
17783,41.39528582,2.144260672,0,38,0,flat,4
21097,38.33988181,-0.49937235,0,38,0,office,0
22907,41.43094525,2.185568827,0,38,0,flat,4
25686,41.41259952,2.017489564,0,38,0,flat,4
27715,28.08376266,-15.44462788,0,38,0,garage,0
29846,40.26184801,-3.860815196,0,38,0,premise,0
30192,40.33076123,-3.859179952,0,38,0,premise,2
30327,37.63114596,-0.998685388,0,38,0,land,0
2478,28.46560978,-16.25876478,0,39,0,garage,0
2490,43.36678133,-8.422041684,0,39,0,garage,1
2924,42.36518195,-3.669145926,0,39,0,garage,1
4081,38.76351737,-3.380933755,0,39,0,garage,1
6540,40.75295566,-3.166519041,0,39,0,house,2
10104,41.62639905,1.899237397,0,39,0,house,0
11165,41.42771972,2.169185133,0,39,0,flat,3
11277,41.5561991,2.096746913,0,39,0,house,2
21821,40.38729881,-3.65262958,0,39,0,flat,3
24631,41.37107979,2.12407006,0,39,0,flat,3
25679,40.54555678,-3.658948948,0,39,0,office,2
25912,40.41259631,-3.698315673,0,39,0,flat,7
28815,41.66397941,2.784055231,0,39,0,flat,3
1518,42.07050059,1.869233342,0,40,0,flat,3
1657,41.60447491,2.540644349,0,40,0,flat,4
2673,41.83013126,1.75158907,0,40,0,flat,3
5568,37.38408071,-5.898536307,0,40,0,house,0
5602,37.38474394,-5.897285597,0,40,0,house,0
22755,41.43087807,2.168401914,0,40,0,flat,4
22812,43.52949697,-5.672270572,0,40,0,house,0
23134,41.41712357,2.161688724,0,40,0,house,2
25733,41.40343876,2.168186906,0,40,0,house,0
26305,42.49212399,-8.862487286,0,40,0,land,0
28646,41.42219825,2.182425599,0,40,0,flat,3
931,37.61760443,-0.8742863,0,41,0,flat,3
1655,41.60447491,2.540644349,0,41,0,flat,5
3247,40.34687047,-3.711891317,0,41,0,house,2
4581,37.90526967,-6.663514854,0,41,0,garage,0
5211,37.40963136,-6.389851046,0,41,0,premise,0
5619,36.52767499,-6.190313643,0,41,0,premise,2
6139,41.79119427,0.806501472,0,41,0,flat,3
6142,41.79119427,0.806501472,0,41,0,flat,5
6386,38.07459283,-0.938759725,0,41,0,garage,0
6626,37.28518595,-7.158078684,0,41,0,house,0
23912,41.4031876,2.153802363,0,41,0,flat,3
25401,36.41295962,-6.146736764,0,41,0,premise,2
28025,38.98501811,-1.849809355,0,41,0,flat,3
2090,41.38002604,2.163820712,0,42,0,flat,4
3075,40.63026664,-4.007367979,0,42,0,flat,3
3151,42.12427894,-1.142308496,0,42,0,flat,5
3292,40.63026664,-4.007367979,0,42,0,flat,4
4439,37.17300827,-7.382407473,0,42,0,premise,3
4691,37.74914895,-0.736455676,0,42,0,house,0
4827,41.43932725,2.218486909,0,42,0,flat,3
5951,43.38090978,-3.223627295,0,42,0,house,2
6569,38.61354868,-1.112959562,0,42,0,garage,1
13363,41.38400106,2.003113836,0,42,0,garage,0
14102,43.48030479,-5.473321841,0,42,0,house,0
15731,40.47826749,-3.366467019,0,42,0,house,2
18524,43.37064336,-8.39957877,0,42,0,flat,4
18598,41.4127508,2.137741242,0,42,0,premise,2
18878,40.43538876,-3.815682378,0,42,0,house,0
21775,37.89078254,-4.769401584,0,42,0,flat,3
25473,41.36325865,2.068235068,0,42,0,house,0
28564,41.55209391,0.703407974,0,42,0,garage,0
79,39.84446168,-3.002120709,0,43,0,land,0
80,39.84446168,-3.002120709,0,43,0,land,0
106,38.66893598,-6.977929025,0,43,0,flat,3
346,39.84446168,-3.002120709,0,43,0,land,0
348,39.84446168,-3.002120709,0,43,0,land,0
349,39.84446168,-3.002120709,0,43,0,land,0
569,41.6724386,2.779048659,0,43,0,garage,1
758,39.84446168,-3.002120709,0,43,0,land,0
759,39.84446168,-3.002120709,0,43,0,land,0
761,39.84446168,-3.002120709,0,43,0,land,0
762,39.84446168,-3.002120709,0,43,0,land,0
1486,39.84446168,-3.002120709,0,43,0,land,0
1487,39.84446168,-3.002120709,0,43,0,land,0
1489,39.84446168,-3.002120709,0,43,0,land,0
1491,39.84446168,-3.002120709,0,43,0,land,0
1492,39.84446168,-3.002120709,0,43,0,land,0
1494,39.84446168,-3.002120709,0,43,0,land,0
1722,37.14690671,-3.6272094,0,43,0,garage,0
1857,40.4665865,-3.705669503,0,43,0,flat,3
2494,41.38071281,2.175531674,0,43,0,flat,6
2688,41.73179709,1.836780586,0,43,0,flat,3
2740,40.4665865,-3.705669503,0,43,0,flat,4
3057,38.80882017,0.05447796,0,43,0,flat,8
3303,41.58715898,2.325610429,0,43,0,flat,4
4418,37.20723268,-7.405472884,0,43,0,garage,2
6063,38.68667071,-6.409201558,0,43,0,garage,2
6081,38.68667071,-6.409201558,0,43,0,garage,2
6118,38.68667071,-6.409201558,0,43,0,garage,2
6121,38.68667071,-6.409201558,0,43,0,garage,2
6124,38.68667071,-6.409201558,0,43,0,garage,2
6125,38.68667071,-6.409201558,0,43,0,garage,2
6187,38.68667071,-6.409201558,0,43,0,garage,2
6188,38.68667071,-6.409201558,0,43,0,garage,2
6192,38.68667071,-6.409201558,0,43,0,garage,2
6193,38.68667071,-6.409201558,0,43,0,garage,2
6195,38.68667071,-6.409201558,0,43,0,garage,2
6198,38.68667071,-6.409201558,0,43,0,garage,2
17192,41.76626517,-2.468316928,0,43,0,flat,5
17905,40.4358661,-3.6746875,0,43,0,flat,5
19876,41.3717872,2.16344828,0,43,0,flat,4
22699,35.29084931,-2.940982162,0,43,0,flat,3
22854,41.44235181,2.173824766,0,43,0,flat,4
30033,40.4334774,-3.7088509,0,43,0,house,2
215,40.4278941,-3.6262524,0,44,0,flat,5
374,40.81216099,0.712174751,0,44,0,flat,4
3776,36.72892421,-4.424266524,0,44,0,flat,4
3778,36.72892421,-4.424266524,0,44,0,flat,3
3780,36.72892421,-4.424266524,0,44,0,house,2
4051,42.19545231,-2.698141582,0,44,0,flat,4
4113,36.59807069,-4.527832578,0,44,0,flat,10
5202,37.38242061,-5.899988649,0,44,0,house,2
5498,37.3778055,-5.956776232,0,44,0,house,0
5527,37.40355284,-6.033093999,0,44,0,flat,5
6440,41.30145917,1.202530965,0,44,0,garage,1
6545,43.38090978,-3.223627295,0,44,0,garage,1
7244,41.95038697,-4.514746337,0,44,0,garage,2
9577,41.34359796,2.02100347,0,44,0,house,0
16442,36.29990269,-5.30627419,0,44,0,house,0
18082,41.4210713,2.187338461,0,44,0,flat,3
22511,37.25798325,-6.926764848,0,44,0,house,0
22719,40.40718187,-3.679879379,0,44,0,flat,9
23039,40.45703111,-3.694410398,0,44,0,flat,6
24414,42.60622989,-8.942028238,0,44,0,garage,2
268,41.68961137,2.167387663,0,45,0,house,2
643,41.3703444,2.099856114,0,45,0,house,0
